0,28-MAY-19,515145,177,34092000,-765178750,243,2121,93,6255401474,2019-05-27 20:14:45,1181
0,28-MAY-19,518164,286,34281833,-764992533,788,2472,92,6255401449,2019-05-27 20:14:45,1201
0,28-MAY-19,513182,-1,34748750,-765053117,457,3371,133,6255401469,2019-05-27 20:14:45,1205
0,28-MAY-19,518036,2,34260450,-765169633,554,2211,92,6255401457,2019-05-27 20:14:45,1216
0,28-MAY-19,518194,484,34260450,-765169633,554,2211,92,6255401463,2019-05-27 20:14:45,1216
0,28-MAY-19,500300,1120,34661533,-765134883,1044,437,173,6255401476,2019-05-27 20:14:45,132
0,28-MAY-19,517008,23,34134683,-765408167,177,2274,215,6255401443,2019-05-27 20:14:45,159
0,28-MAY-19,517008,28,34135417,-765408150,177,2274,215,6255401456,2019-05-27 20:14:45,159
0,28-MAY-19,517008,28,34136217,-765408083,177,2274,215,6255401464,2019-05-27 20:14:45,159
0,28-MAY-19,500601,256,34586000,-765294383,1098,2301,252,6255401439,2019-05-27 20:14:45,166
0,28-MAY-19,519067,8977,34964433,-765073033,837,302,9980,6255401466,2019-05-27 20:14:45,200
0,28-MAY-19,511120,193,33129833,-764821650,898,3172,156,6255401454,2019-05-27 20:14:45,201
0,28-MAY-19,511120,227,33128400,-764817817,898,3172,156,6255401465,2019-05-27 20:14:45,201
0,28-MAY-19,502651,6,34214150,-764904750,517,2841,195,6255401437,2019-05-27 20:14:45,227
0,28-MAY-19,514047,32,34298433,-764640017,838,3411,216,6255401453,2019-05-27 20:14:45,261
0,28-MAY-19,502302,139,33672233,-765296800,385,3171,161,6255401451,2019-05-27 20:14:45,296
0,28-MAY-19,515020,295,34151533,-764884683,455,2121,91,6255401446,2019-05-27 20:14:45,319
0,28-MAY-19,516068,6,34140517,-765328650,590,2101,204,6255401447,2019-05-27 20:14:45,57
0,28-MAY-19,501200,16,34443933,-765024867,103,1472,187,6255401458,2019-05-27 20:14:45,571
0,28-MAY-19,512070,20,34591117,-765296933,75,2274,212,6255401468,2019-05-27 20:14:45,638
0,28-MAY-19,502314,5286,34014433,-765198900,945,318,9866,6255401450,2019-05-27 20:14:45,700
0,28-MAY-19,502800,31,34319800,-765097417,161,150,252,6255401470,2019-05-27 20:14:45,714
0,28-MAY-19,514073,35,34204500,-764783733,222,3422,215,6255401444,2019-05-27 20:14:45,789
0,28-MAY-19,514090,4,34332050,-764787467,529,3422,106,6255401455,2019-05-27 20:14:45,811
0,28-MAY-19,511020,24,33532983,-765234550,479,3171,160,6255401440,2019-05-27 20:14:45,841
0,28-MAY-19,511377,32,33755317,-765485267,119,3123,166,6255401472,2019-05-27 20:14:45,87
0,28-MAY-19,500201,792,34876217,-764941167,20984,131,99990,6255401471,2019-05-27 20:14:45,880
0,28-MAY-19,500851,21,34478150,-765300083,297,140,358,6255401445,2019-05-27 20:14:45,888
