0,28-MAY-19,513327,70,34761183,-764873683,757,2241,159,6255401365,2019-05-27 20:14:43,1069
0,28-MAY-19,514002,33,34475900,-764885017,786,2273,229,6255401366,2019-05-27 20:14:43,1075
0,28-MAY-19,500103,64,34893300,-765077567,868,2241,75,6255401387,2019-05-27 20:14:43,1171
0,28-MAY-19,500161,-1,34437817,-764831517,1106,2401,146,6255401394,2019-05-27 20:14:43,1176
0,28-MAY-19,513219,-1,34681800,-765091733,239,2242,102,6255401373,2019-05-27 20:14:43,1185
0,28-MAY-19,518077,15,34404900,-765016750,520,282,66,6255401381,2019-05-27 20:14:43,1189
0,28-MAY-19,513168,-1,34776033,-764886233,214,336,93,6255401382,2019-05-27 20:14:43,1211
0,28-MAY-19,513183,35,-1,-1,1124,332,127,6255401391,2019-05-27 20:14:43,1213
0,28-MAY-19,511046,5,33438950,-765307433,952,311,297,6255401398,2019-05-27 20:14:43,1222
0,28-MAY-19,512005,36,34737383,-765269783,152,2274,99,6255401375,2019-05-27 20:14:43,138
0,28-MAY-19,513137,5,34716533,-764907217,879,2402,194,6255401388,2019-05-27 20:14:43,174
0,28-MAY-19,514350,199,34418567,-765022250,287,282,142,6255401383,2019-05-27 20:14:43,180
0,28-MAY-19,519131,41,34421517,-765526667,27,304,206,6255401369,2019-05-27 20:14:43,190
0,28-MAY-19,502801,-1,34320650,-765098383,137,150,119,6255401397,2019-05-27 20:14:43,219
0,28-MAY-19,514067,262,34357133,-764798783,281,3422,216,6255401371,2019-05-27 20:14:43,225
0,28-MAY-19,514373,41,34302800,-764836367,625,2471,257,6255401370,2019-05-27 20:14:43,255
0,28-MAY-19,517216,5,34084217,-765701967,3249,375,99977,6255401377,2019-05-27 20:14:43,270
0,28-MAY-19,515044,121,34054517,-765000583,1015,352,65,6255401386,2019-05-27 20:14:43,273
0,28-MAY-19,501051,-1,34450500,-764876067,400,140,353,6255401368,2019-05-27 20:14:43,564
0,28-MAY-19,504017,82,34906950,-764915483,204,437,9961,6255401372,2019-05-27 20:14:43,637
0,28-MAY-19,519020,234,34345733,-764953267,694,2273,233,6255401399,2019-05-27 20:14:43,652
0,28-MAY-19,516233,205,34088383,-765468250,691,272,196,6255401389,2019-05-27 20:14:43,70
0,28-MAY-19,501150,33,34439117,-764988283,530,140,171,6255401378,2019-05-27 20:14:43,705
0,28-MAY-19,514555,1,34306800,-764756700,833,3442,100,6255401374,2019-05-27 20:14:43,763
0,28-MAY-19,518037,218,34280100,-765167483,523,2211,190,6255401376,2019-05-27 20:14:43,77
0,28-MAY-19,502301,-1,33669633,-765286233,1060,2212,114,6255401396,2019-05-27 20:14:43,81
0,28-MAY-19,513254,5,34894117,-765066133,252,2274,100,6255401392,2019-05-27 20:14:43,815
0,28-MAY-19,501951,378,34075233,-765471633,172,131,345,6255401379,2019-05-27 20:14:43,837
0,28-MAY-19,-1,2093,34038900,-764761617,-1,999,-1,6255401380,2019-05-27 20:14:43,939
0,28-MAY-19,514421,32,34186800,-764791217,38,2842,120,6255401384,2019-05-27 20:14:43,976
0,28-MAY-19,514421,32,34187217,-764791633,38,2842,120,6255401385,2019-05-27 20:14:43,976
0,28-MAY-19,514377,21,34247017,-764851067,470,2471,259,6255401428,2019-05-27 20:14:44,1066
0,28-MAY-19,514002,33,34476750,-764884633,786,2273,229,6255401423,2019-05-27 20:14:44,1075
0,28-MAY-19,502351,459,34646500,-765243867,971,2524,137,6255401426,2019-05-27 20:14:44,1129
0,28-MAY-19,515146,284,34024950,-765114950,323,2473,203,6255401421,2019-05-27 20:14:44,1139
0,28-MAY-19,511177,-1,33745100,-765471117,95,3122,280,6255401429,2019-05-27 20:14:44,1160
0,28-MAY-19,512117,2,34899117,-765244617,846,2301,119,6255401407,2019-05-27 20:14:44,1192
0,28-MAY-19,518164,286,34282650,-764992083,788,2472,92,6255401409,2019-05-27 20:14:44,1201
0,28-MAY-19,513183,35,-1,-1,1124,332,127,6255401427,2019-05-27 20:14:44,1213
0,28-MAY-19,515146,-1,34045683,-765134917,1031,2524,294,6255401434,2019-05-27 20:14:44,1244
0,28-MAY-19,500100,-1,34895717,-765093983,465,2243,34,6255401412,2019-05-27 20:14:44,141
0,28-MAY-19,500104,920,34964683,-765065617,2326,427,99999,6255401425,2019-05-27 20:14:44,173
19,28-MAY-19,519124,24,34429417,-765331683,665,302,234,6255401410,2019-05-27 20:14:44,182
0,28-MAY-19,502600,-1,34227233,-764835417,203,1571,9973,6255401420,2019-05-27 20:14:44,215
0,28-MAY-19,514211,-1,34249550,-764653100,285,347,432,6255401431,2019-05-27 20:14:44,224
0,28-MAY-19,502351,6,34612950,-765268083,1046,142,124,6255401424,2019-05-27 20:14:44,229
0,28-MAY-19,514373,41,34304050,-764836350,625,2471,257,6255401422,2019-05-27 20:14:44,255
0,28-MAY-19,511078,25,33799300,-765684717,30921,3192,99993,6255401414,2019-05-27 20:14:44,281
0,28-MAY-19,511078,36,33799733,-765684817,30921,3192,99993,6255401417,2019-05-27 20:14:44,281
0,28-MAY-19,518121,28,34340283,-765034567,632,385,219,6255401436,2019-05-27 20:14:44,287
0,28-MAY-19,514292,1,34350483,-764928500,1016,385,220,6255401418,2019-05-27 20:14:44,291
0,28-MAY-19,511490,81,33821900,-765166083,938,271,66,6255401408,2019-05-27 20:14:44,30
0,28-MAY-19,500601,659,34590500,-765246700,1039,437,359,6255401405,2019-05-27 20:14:44,391
0,28-MAY-19,500105,-1,34891283,-765086650,899,2274,210,6255401404,2019-05-27 20:14:44,50
0,28-MAY-19,502051,2918,33927050,-765456183,752,441,226,6255401402,2019-05-27 20:14:44,567
0,28-MAY-19,501200,9,34443783,-765023933,103,1472,187,6255401406,2019-05-27 20:14:44,571
0,28-MAY-19,500251,27,34786867,-765015317,381,437,358,6255401401,2019-05-27 20:14:44,6
0,28-MAY-19,-1,296,34959033,-765044367,-1,999,-1,6255401432,2019-05-27 20:14:44,639
0,28-MAY-19,501150,33,34439217,-764989183,530,140,171,6255401413,2019-05-27 20:14:44,705
0,28-MAY-19,500602,34,34563700,-765306450,857,421,436,6255401411,2019-05-27 20:14:44,711
0,28-MAY-19,500166,33,34441033,-764835150,355,3442,9941,6255401400,2019-05-27 20:14:44,755
0,28-MAY-19,511377,32,33755400,-765485867,119,3123,166,6255401419,2019-05-27 20:14:44,87
0,28-MAY-19,516081,24,34024850,-765113300,227,2121,193,6255401415,2019-05-27 20:14:44,889
0,28-MAY-19,502701,17,34250883,-764947617,509,1571,181,6255401416,2019-05-27 20:14:44,912
0,28-MAY-19,514559,124,34242767,-764767983,629,2842,262,6255401403,2019-05-27 20:14:44,926
0,28-MAY-19,501101,121,34433400,-764947333,68,1472,393,6255401433,2019-05-27 20:14:44,953
0,28-MAY-19,501050,27,34453100,-764870933,720,2472,93,6255401430,2019-05-27 20:14:44,970
0,28-MAY-19,514193,304,34241350,-764848917,661,2841,196,6255401435,2019-05-27 20:14:44,978
8,28-MAY-19,512017,-1,34940850,-765212017,955,2121,85,6255401461,2019-05-27 20:14:45,1043
0,28-MAY-19,501552,333,34577200,-765295100,405,142,125,6255401452,2019-05-27 20:14:45,1067
0,28-MAY-19,517129,34,33897033,-765513733,609,373,120,6255401459,2019-05-27 20:14:45,1125
0,28-MAY-19,517175,31,34087867,-765467933,828,2473,205,6255401460,2019-05-27 20:14:45,1158
