lineId,shortName,description,year,month,averageSpeedKmh,totalDistanceMeters,totalTimeSeconds,samples,status
2841,P84A,Terminal Calipso - Terminal Andres Sanin,2018,5,13.24,1322411.00,359637.00,20930,OK
2842,P84B,Terminal Andrés Sanín - Terminal Calipso,2018,5,14.53,1191026.00,295125.00,15835,OK
3011,A01A,San Bosco - C.A.M - Centro,2018,5,12.09,279511.00,83250.00,3843,OK
3112,A11B,Universidad Libre - Universidades,2018,5,10.24,95821.00,33696.00,1225,OK
3121,A12A,Altos De La Luisa - Meléndez - Capri,2018,5,10.30,220495.00,77076.00,3596,OK
3122,A12B,Las Palmas - Estación Meléndez,2018,5,10.52,259731.00,88861.00,3909,OK
3123,A12C,Meléndez - Estación Capri,2018,5,13.11,290726.00,79826.00,3102,OK
3124,A12D,Altos De Santa Elena - Estación Meléndez,2018,5,10.93,156027.00,51402.00,2550,OK
3131,A13A,Caney - Estación Universidades,2018,5,14.82,654721.00,159031.00,8930,OK
3132,A13B,Vegas de Comfandi - Caney,2018,5,9.69,52487.00,19496.00,774,OK
3133,A13C,Lili - Estación Universidades,2018,5,7.78,37063.00,17152.00,611,OK
3141,A14A,U.S.B - Estación Universidades,2018,5,12.23,1283221.00,377699.00,16484,OK
3142,A14B,La Vorágine - Estación Universidades-,2018,5,0.00,0.00,0.00,0,NO_DATA
3171,A17A,U.A.O - U. San Martín - Estación Universidades,2018,5,16.82,1019883.00,218295.00,8779,OK
3172,A17B,Hormiguero - Estación Universidades,2018,5,15.57,375111.00,86722.00,4000,OK
3173,A17C,Comfenalco Lili - Estación  Universidades,2018,5,0.00,0.00,0.00,0,NO_DATA
3191,A19A,Comfandi Pance - Estación Universidades,2018,5,19.25,700288.00,130989.00,6741,OK
3192,A19B,La Buitrera - Estación Buitrera,2018,5,15.87,352231.00,79903.00,3809,OK
3351,A35A,Calimio Norte - Terminal Paso del Comercio,2018,5,18.66,365670.00,70556.00,3445,OK
3371,A37A,Sena - Estación Salomia,2018,5,12.47,298746.00,86238.00,4680,OK
3372,A37B,Sena - Estación Flora Industrial,2018,5,9.82,198219.00,72701.00,3959,OK
3411,A41A,Pizamos-Terminal Andrés Sanín,2018,5,14.09,1041151.00,266009.00,15521,OK
3413,A41C,Valle Grande - Terminal Andrés Sanín,2018,5,17.66,254387.00,51849.00,3178,OK
3422,A42B,La Casona - Terminal Andrés Sanín,2018,5,15.19,258538.00,61259.00,3188,OK
3441,A44A,Manuela Beltrán - Terminal Andrés Sanín,2018,5,13.49,808836.00,215841.00,12600,OK
3442,A44B,Puertas Del sol - Terminal Andrés Sanín,2018,5,13.98,620160.00,159738.00,9285,OK
3452,A45B,San Marino - Estación Villacolombia,2018,5,15.12,202867.00,48295.00,3718,OK
3721,A72A,Jardines De La Aurora - Terminal  Cañaveralejo,2018,5,5.48,170435.00,112035.00,3404,OK
3722,A72B,El Cortíjo - Terminal Cañaveralejo,2018,5,11.84,35571.00,10818.00,457,OK
3781,A78A,Los Chorros - Estación Caldas,2018,5,10.20,184628.00,65134.00,3621,OK
4272,E27B,Estación Av Las Américas - Estación Unidad Deporti,2018,5,18.75,638062.00,122525.00,5019,OK
-1,TESTGT1,NA,2018,6,0.00,0.00,0.00,0,NO_DATA
8,TESTGT2,NA,2018,6,0.00,0.00,0.00,0,NO_DATA
131,T31,Terminal Paso del Comercio - Universidades,2018,6,1.21,121157028.00,359750129.00,1091565,OK
140,T40,Terminal Andrés Sanín - Centro,2018,6,0.23,54972482.00,844166500.00,525448,OK
142,T42,Pizamos - Centro - Terminal,2018,6,0.19,72148384.00,1395994453.00,747117,OK
150,T50,Estación Nuevo Latír - Centro,2018,6,0.27,32405179.00,429011766.00,342403,OK
217,P17,P.U.J - Icesi - Estación Unidad Deportiva,2018,6,8.55,11103377.00,4672822.00,82250,OK
243,TESTGT3,NA,2018,6,0.00,0.00,0.00,0,NO_DATA
251,P51,Pízamos - Universidades,2018,6,1.30,9240106.00,25549823.00,128374,OK
271,P71,Caney - Estación Unidad Deportiva,2018,6,0.24,18896053.00,283221288.00,313930,OK
272,P72,Estación Capri- Centro Empresa,2018,6,0.20,54473183.00,969605852.00,693226,OK
282,P82,Terminal Calipso - Terminal Menga,2018,6,0.23,27630521.00,425152203.00,411687,OK
283,P83,Terminal Calipso - Terminal Paso de Comercio,2018,6,0.13,9883802.00,280044103.00,120831,OK
302,A02,Atenas - Zoológico - Estación San Bosco,2018,6,0.05,17158438.00,1128362403.00,263405,OK
303,A03,Nacional - Santa librada,2018,6,0.03,3864050.00,493726834.00,74020,OK
304,A04,Bella Vista - Estación Manzana del saber,2018,6,0.03,11423697.00,1211724381.00,173772,OK
305,A05,Av. De Las Américas - C.A.M - La Portada,2018,6,0.16,14483481.00,324031638.00,184343,OK
306,A06,Aguacatal - Estación San Bosco,2018,6,0.03,18785077.00,2599182540.00,302489,OK
311,A11,Icesi - P.U.J - Estación Universidades,2018,6,0.50,14751165.00,106275203.00,225213,OK
318,A18,Hacienda El Castillo - Estación Universidades,2018,6,0.36,22282369.00,224917451.00,146188,OK
321,A21,Ciudadela Floralia - Terminal Menga,2018,6,0.07,14039252.00,723402354.00,190247,OK
