lineId,shortName,description,year,month,averageSpeedKmh,totalDistanceMeters,totalTimeSeconds,samples,status
3133,A13C,Lili - Estación Universidades,2018,6,0.01,5369787.00,1376200332.00,62905,OK
3141,A14A,U.S.B - Estación Universidades,2018,6,1.19,20958577.00,63516801.00,220686,OK
3142,A14B,La Vorágine - Estación Universidades-,2018,6,0.47,5464797.00,41501825.00,54353,OK
3171,A17A,U.A.O - U. San Martín - Estación Universidades,2018,6,0.41,16109476.00,142367513.00,130871,OK
3172,A17B,Hormiguero - Estación Universidades,2018,6,0.18,14389519.00,295132116.00,130333,OK
3173,A17C,Comfenalco Lili - Estación  Universidades,2018,6,0.20,4972263.00,88733412.00,41526,OK
3191,A19A,Comfandi Pance - Estación Universidades,2018,6,0.19,17109783.00,330924639.00,167082,OK
3192,A19B,La Buitrera - Estación Buitrera,2018,6,0.05,8049162.00,539073955.00,83840,OK
3351,A35A,Calimio Norte - Terminal Paso del Comercio,2018,6,0.10,7622145.00,271233611.00,74756,OK
3371,A37A,Sena - Estación Salomia,2018,6,0.03,10217165.00,1113334651.00,153934,OK
3372,A37B,Sena - Estación Flora Industrial,2018,6,0.02,7880657.00,1291770519.00,150197,OK
3411,A41A,Pizamos-Terminal Andrés Sanín,2018,6,0.08,28600898.00,1344491959.00,428455,OK
3413,A41C,Valle Grande - Terminal Andrés Sanín,2018,6,0.05,3299474.00,246978304.00,51085,OK
3422,A42B,La Casona - Terminal Andrés Sanín,2018,6,0.20,3476509.00,61061867.00,45342,OK
3441,A44A,Manuela Beltrán - Terminal Andrés Sanín,2018,6,0.06,16084094.00,1012440813.00,270212,OK
3442,A44B,Puertas Del sol - Terminal Andrés Sanín,2018,6,0.07,15514070.00,814623154.00,214307,OK
3452,A45B,San Marino - Estación Villacolombia,2018,6,0.03,6385658.00,876858995.00,99412,OK
3721,A72A,Jardines De La Aurora - Terminal  Cañaveralejo,2018,6,0.04,7222323.00,692086863.00,120321,OK
3722,A72B,El Cortíjo - Terminal Cañaveralejo,2018,6,0.05,1381658.00,105568116.00,20144,OK
3781,A78A,Los Chorros - Estación Caldas,2018,6,0.01,2141366.00,1024171877.00,36036,OK
4272,E27B,Estación Av Las Américas - Estación Unidad Deporti,2018,6,1.53,10840806.00,25442050.00,89611,OK
-1,TESTGT1,NA,2018,7,0.00,0.00,0.00,0,NO_DATA
8,TESTGT2,NA,2018,7,0.00,0.00,0.00,0,NO_DATA
131,T31,Terminal Paso del Comercio - Universidades,2018,7,0.40,119007738.00,1083424536.00,1134177,OK
140,T40,Terminal Andrés Sanín - Centro,2018,7,0.07,55895870.00,3061530522.00,551241,OK
142,T42,Pizamos - Centro - Terminal,2018,7,0.06,74355373.00,4404616628.00,787037,OK
150,T50,Estación Nuevo Latír - Centro,2018,7,0.06,35606487.00,2153911475.00,385710,OK
217,P17,P.U.J - Icesi - Estación Unidad Deportiva,2018,7,0.74,12591538.00,61609554.00,99580,OK
243,TESTGT3,NA,2018,7,0.00,0.00,0.00,0,NO_DATA
251,P51,Pízamos - Universidades,2018,7,0.06,10899067.00,632683356.00,157387,OK
271,P71,Caney - Estación Unidad Deportiva,2018,7,0.05,17366835.00,1215774957.00,310275,OK
272,P72,Estación Capri- Centro Empresa,2018,7,0.10,58032855.00,2160431083.00,759102,OK
282,P82,Terminal Calipso - Terminal Menga,2018,7,0.05,28541391.00,2146654787.00,439543,OK
283,P83,Terminal Calipso - Terminal Paso de Comercio,2018,7,0.07,9377350.00,499806333.00,118503,OK
302,A02,Atenas - Zoológico - Estación San Bosco,2018,7,0.02,20330929.00,4271829417.00,333194,OK
303,A03,Nacional - Santa librada,2018,7,0.01,3297926.00,1258837648.00,69620,OK
